id,average_weight,mechanics
38206,0,"Dice Rolling,Hex-and-Counter"
38207,0,Dice Rolling
38208,2.3333,Campaign / Battle Card Driven
38209,2.3333,Campaign / Battle Card Driven
3821,0,"Modular Board,Variable Player Powers"
38210,2,"Campaign / Battle Card Driven,Hand Management"
38211,0,Campaign / Battle Card Driven
38212,1,Roll / Spin and Move
38214,2,Roll / Spin and Move
38215,0,Simultaneous Action Selection
38216,2.5,Hex-and-Counter
38217,2,Hex-and-Counter
38218,0,"Hand Management,Set Collection"
38219,0,Set Collection
3822,1,
38220,3,"Stock Holding,Tile Placement"
38221,0,"Stock Holding,Tile Placement"
38222,0,"Stock Holding,Tile Placement"
38223,0,Dice Rolling
38224,1,"Chit-Pull System,Hex-and-Counter"
38226,0,"Card Drafting,Modular Board,Roll / Spin and Move"
38227,2.2333,Auction/Bidding
38228,0,Hex-and-Counter
38229,2,Simulation
3823,0,
38230,0,"Card Drafting,Simultaneous Action Selection,Variable Player Powers,Voting"
38231,0,
38232,0,Trick-taking
38233,0,
38234,0,Set Collection
38235,0,Dice Rolling
38237,0,"Co-operative Play,Modular Board,Partnerships,Roll / Spin and Move,Trading"
38238,0,
38239,0,Dice Rolling
3824,0,
38240,0,Roll / Spin and Move
38241,0,Dice Rolling
38242,0,Dice Rolling
38243,0,
38244,0,
38245,0,Auction/Bidding
38246,0,
38248,0,Hand Management
38249,0,
3825,2.4,Point to Point Movement
38250,0,
38251,0,
38252,0,Hand Management
38253,0,
38254,0,Roll / Spin and Move
38255,0,
38256,0,
38257,2,Pattern Building
38258,0,
38259,4,"Stock Holding,Tile Placement"
3826,3,Pattern Building
38260,0,"Stock Holding,Tile Placement"
38261,4,"Auction/Bidding,Commodity Speculation,Pick-up and Deliver,Tile Placement"
38263,1,"Memory,Pattern Recognition"
38264,0,Roll / Spin and Move
38265,2,Hex-and-Counter
38266,2.7143,Variable Player Powers
38267,1.2,"Area Control / Area Influence,Dice Rolling"
38268,0,Dice Rolling
38269,0,"Card Drafting,Roll / Spin and Move"
3827,3,
38270,0,Roll / Spin and Move
38272,0,"Roll / Spin and Move,Trading"
38273,0,Roll / Spin and Move
38274,0,"Co-operative Play,Pattern Recognition,Set Collection"
38275,1.7436,Grid Movement
38276,3,"Co-operative Play,Partnerships,Role Playing,Simulation"
38277,1,
38278,0,"Commodity Speculation,Dice Rolling,Simulation,Stock Holding"
38279,0,
3828,2.907,"Commodity Speculation,Dice Rolling"
38280,0,Pattern Recognition
38281,0,"Card Drafting,Hand Management"
38282,2,
38284,0,
38285,0,
38286,3.25,Hex-and-Counter
38287,1.0345,"Pattern Recognition,Set Collection"
38288,1,
38289,0,
3829,3,
38290,0,Roll / Spin and Move
38291,0,"Betting/Wagering,Trick-taking"
38292,0,"Auction/Bidding,Memory"
38293,0,"Action Point Allowance System,Hand Management,Set Collection,Trading,Trick-taking,Variable Player Powers"
38294,2,Simultaneous Action Selection
38295,0,Roll / Spin and Move
38296,1,Storytelling
38297,0,"Stock Holding,Tile Placement"
38298,0,"Stock Holding,Tile Placement"
38299,2.125,"Chit-Pull System,Hex-and-Counter"
383,1.6667,"Betting/Wagering,Dice Rolling"
3830,1,"Roll / Spin and Move,Variable Player Powers"
38300,0,Tile Placement
38301,2.6,Hex-and-Counter
38302,0,"Dice Rolling,Pattern Building"
38304,0,"Route/Network Building,Stock Holding,Tile Placement"
38305,0,"Memory,Set Collection"
38306,0,"Dice Rolling,Hex-and-Counter,Simulation"
38309,3.6437,"Area Control / Area Influence,Auction/Bidding,Dice Rolling"
38311,0,"Stock Holding,Tile Placement"
38312,0,"Stock Holding,Tile Placement"
38313,0,"Stock Holding,Tile Placement"
38314,0,
38315,0,
38316,0,Hex-and-Counter
38317,0,Betting/Wagering
38318,1,Card Drafting
38319,0,"Card Drafting,Dice Rolling,Memory,Roll / Spin and Move"
3832,0,"Action Point Allowance System,Area Movement,Dice Rolling,Modular Board,Pick-up and Deliver"
38320,2.1772,"Campaign / Battle Card Driven,Dice Rolling,Hand Management,Modular Board"
38321,4,"Action Point Allowance System,Dice Rolling,Role Playing"
38322,0,Set Collection
38323,0,"Card Drafting,Dice Rolling,Roll / Spin and Move"
38324,1,
38325,0,
38327,0,Roll / Spin and Move
38328,1.4167,Hand Management
38329,1,Hex-and-Counter
3833,2,"Auction/Bidding,Betting/Wagering,Hand Management,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
38330,1.3333,Hand Management
38331,1.6667,"Hand Management,Modular Board"
38332,2,"Action Point Allowance System,Point to Point Movement,Secret Unit Deployment"
38333,1,"Card Drafting,Dice Rolling,Partnerships"
38334,1.6471,"Memory,Pattern Building,Tile Placement"
38335,4,"Stock Holding,Tile Placement"
38336,3,"Stock Holding,Tile Placement"
38337,1.1667,"Hand Management,Take That,Trick-taking"
38338,0,
38339,3,"Card Drafting,Point to Point Movement"
38340,1.8,
38341,0,"Card Drafting,Hand Management,Partnerships"
38343,2.6742,"Action / Movement Programming,Simultaneous Action Selection,Trading,Variable Phase Order"
38344,0,Roll / Spin and Move
38345,0,"Co-operative Play,Point to Point Movement"
38346,0,"Area Enclosure,Paper-and-Pencil"
38347,0,"Area Control / Area Influence,Line Drawing,Paper-and-Pencil"
38348,0,"Paper-and-Pencil,Simultaneous Action Selection"
38349,2,Paper-and-Pencil
3835,1.1111,Roll / Spin and Move
38350,2,"Area Control / Area Influence,Card Drafting"
38351,0,Pattern Building
38352,1.5,Acting
38353,1,Dice Rolling
38354,0,Roll / Spin and Move
38355,1.6,Roll / Spin and Move
38356,0,Hex-and-Counter
38358,2.3333,Area Movement
38359,1.6429,"Memory,Pattern Recognition"
3836,2.5882,
38360,0,"Paper-and-Pencil,Roll / Spin and Move,Simulation"
38361,2,"Campaign / Battle Card Driven,Hex-and-Counter"
38362,0,Roll / Spin and Move
38363,1,Roll / Spin and Move
38364,2,"Dice Rolling,Hand Management,Pick-up and Deliver,Point to Point Movement,Route/Network Building,Tile Placement"
38365,0,
38366,0,Dice Rolling
38367,0,Area Control / Area Influence
38368,0,Dice Rolling
38369,0,"Card Drafting,Commodity Speculation,Stock Holding"
3837,1.1202,"Card Drafting,Memory,Take That"
38370,0,"Betting/Wagering,Card Drafting"
38371,0,Paper-and-Pencil
38372,0,Memory
38373,1,"Roll / Spin and Move,Set Collection"
38374,0,Dice Rolling
38375,0,"Card Drafting,Point to Point Movement"
38376,0,"Dice Rolling,Roll / Spin and Move"
38378,2.6776,"Dice Rolling,Memory,Tile Placement"
38379,0,"Co-operative Play,Paper-and-Pencil,Roll / Spin and Move"
3838,3.25,
38380,0,Simulation
38381,2,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment,Simulation"
38382,0,"Campaign / Battle Card Driven,Dice Rolling"
38383,3.5,Hex-and-Counter
38385,0,
38386,2.7993,"Simultaneous Action Selection,Variable Phase Order,Worker Placement"
38387,1.4333,"Dice Rolling,Set Collection"
38388,0,
3839,1.5,"Pattern Building,Tile Placement"
38390,2.7333,"Point to Point Movement,Time Track"
38391,1.1944,Pattern Recognition
38392,0,Line Drawing
38395,0,"Memory,Roll / Spin and Move"
38396,1,Dice Rolling
38397,0,"Card Drafting,Hand Management"
38398,0,Dice Rolling
38399,2,
384,1.967,"Dice Rolling,Hand Management,Roll / Spin and Move"
3840,2.6,
38400,3.2424,"Card Drafting,Hand Management"
38401,1,"Dice Rolling,Roll / Spin and Move"
38402,2.125,"Partnerships,Simultaneous Action Selection,Variable Player Powers,Voting"
38403,1.2,"Memory,Secret Unit Deployment,Tile Placement"
38404,2,
38405,1,"Dice Rolling,Pick-up and Deliver,Point to Point Movement,Roll / Spin and Move,Set Collection"
38406,0,Dice Rolling
38409,0,"Memory,Pattern Recognition"
3841,1.8571,
38410,2,"Co-operative Play,Dice Rolling,Modular Board"
38411,0,Roll / Spin and Move
38412,0,
38413,0,"Memory,Roll / Spin and Move"
38414,0,Memory
38415,0,Storytelling
38416,0,"Dice Rolling,Set Collection"
38417,0,
38418,2,"Dice Rolling,Hand Management,Paper-and-Pencil"
38419,0,
3842,2,
38420,3,"Dice Rolling,Simulation"
38421,3,"Dice Rolling,Roll / Spin and Move,Simulation"
38422,0,"Dice Rolling,Partnerships"
38423,0,"Paper-and-Pencil,Partnerships"
38424,3,
38425,1.8,
38426,2.5,Point to Point Movement
38427,1,Storytelling
38428,2,"Dice Rolling,Paper-and-Pencil,Simulation"
38429,1.7308,"Dice Rolling,Partnerships,Route/Network Building"
3843,2,
38430,1.8182,"Area Enclosure,Dice Rolling"
38431,1.7241,"Area Control / Area Influence,Tile Placement"
38432,0,Roll / Spin and Move
38433,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Trading"
38435,0,"Acting,Simulation"
38436,0,Hex-and-Counter
38437,1,
38438,0,
38439,0,
3844,1.5,
38440,0,
38441,0,
38442,1,
38443,0,
38444,0,
38445,0,
38446,0,
38447,0,
38448,0,
38449,0,
3845,1.1026,"Dice Rolling,Set Collection"
38450,2.1429,
38451,1,Roll / Spin and Move
38452,1.6667,"Dice Rolling,Roll / Spin and Move"
38453,2.935,"Action / Movement Programming,Area Movement,Co-operative Play,Hand Management,Simultaneous Action Selection"
38454,1.55,"Dice Rolling,Route/Network Building"
38455,0,
38456,0,Point to Point Movement
38457,0,"Area Control / Area Influence,Dice Rolling,Set Collection"
38458,0,
38459,0,
3846,2,"Dice Rolling,Roll / Spin and Move"
38460,0,"Roll / Spin and Move,Set Collection"
38461,0,Area Control / Area Influence
38462,2.6667,"Pattern Building,Tile Placement"
38463,0,"Modular Board,Tile Placement"
38464,1.8571,"Area Control / Area Influence,Modular Board,Tile Placement,Variable Player Powers"
38465,0,Area Enclosure
38466,1.1429,Pattern Recognition
38467,0,Roll / Spin and Move
38468,0,"Dice Rolling,Paper-and-Pencil"
38469,0,"Dice Rolling,Roll / Spin and Move"
3847,0,
38470,0,
38471,2.1667,"Chit-Pull System,Dice Rolling,Hex-and-Counter"
38472,2,"Action Point Allowance System,Dice Rolling,Role Playing"
38473,4.75,Hex-and-Counter
38474,0,"Dice Rolling,Trading"
38475,0,"Dice Rolling,Partnerships"
38476,1.4286,"Memory,Trick-taking"
38477,0,
38478,0,
3848,2,
38481,0,"Card Drafting,Pattern Building"
38482,1.5,Dice Rolling
38483,0,"Dice Rolling,Point to Point Movement,Secret Unit Deployment,Simultaneous Action Selection,Trading"
38484,0,
38486,1,Card Drafting
38487,0,"Dice Rolling,Roll / Spin and Move"
38488,0,Hand Management
38489,0,"Betting/Wagering,Dice Rolling"
3849,1.5,
38490,0,
38491,1,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment,Simulation"
38492,1,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment,Simulation"
38493,3,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment,Simulation"
38494,0,Roll / Spin and Move
38496,4.4,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment,Simulation"
38497,1,
38498,2.25,"Dice Rolling,Simulation"
38499,1.375,"Point to Point Movement,Set Collection"
3850,2.4211,
38500,0,"Area Movement,Dice Rolling,Simulation"
38501,1.3333,Hex-and-Counter
38503,3,"Dice Rolling,Point to Point Movement,Simulation"
38504,1.303,"Dice Rolling,Modular Board,Roll / Spin and Move"
38505,0,"Dice Rolling,Set Collection"
38506,2.4857,"Co-operative Play,Dice Rolling,Set Collection"
38507,0,Roll / Spin and Move
38508,3.5,Variable Phase Order
38509,2,"Card Drafting,Modular Board,Simultaneous Action Selection"
3851,3.4483,
38510,1.5,"Auction/Bidding,Betting/Wagering,Card Drafting,Hand Management,Set Collection"
38511,0,"Pattern Building,Tile Placement"
38512,0,Roll / Spin and Move
38513,0,"Auction/Bidding,Role Playing,Variable Player Powers"
38514,0,Pattern Recognition
38516,0,"Memory,Set Collection"
38517,1,Hand Management
38518,0,"Card Drafting,Set Collection"
38519,0,"Dice Rolling,Paper-and-Pencil"
3852,2.7349,"Hand Management,Set Collection"
38520,0,"Dice Rolling,Paper-and-Pencil"
38521,1,"Roll / Spin and Move,Set Collection"
38522,2.5417,Auction/Bidding
38523,0,Roll / Spin and Move
38524,1.8,"Area Control / Area Influence,Hand Management,Roll / Spin and Move"
38525,0,"Area Movement,Co-operative Play,Dice Rolling,Simulation"
38526,1,Simultaneous Action Selection
38527,2,
38528,0,Hex-and-Counter
38529,0,"Pattern Building,Tile Placement"
3853,2.5,"Dice Rolling,Modular Board,Role Playing"
38530,0,Dice Rolling
38531,1.6906,"Dice Rolling,Modular Board"
38532,0,Hex-and-Counter
38533,0,Roll / Spin and Move
38534,0,
38535,0,Roll / Spin and Move
38536,0,Roll / Spin and Move
38537,0,Dice Rolling
38538,2.325,"Dice Rolling,Modular Board"
38539,0,Hand Management
3854,2,"Co-operative Play,Variable Player Powers"
38540,0,"Memory,Set Collection"
38541,0,
38542,0,"Betting/Wagering,Card Drafting,Paper-and-Pencil"
38543,0,Acting
38544,0,"Chit-Pull System,Hex-and-Counter"
38545,2.5049,Grid Movement
38547,0,Hex-and-Counter
38548,1.5294,"Hand Management,Modular Board,Point to Point Movement"
38549,0,"Roll / Spin and Move,Set Collection"
3855,2.9318,Simultaneous Action Selection
38550,0,"Paper-and-Pencil,Route/Network Building"
38551,4.2,Hex-and-Counter
38552,0,Dice Rolling
38553,3.7593,Pick-up and Deliver
38554,0,"Auction/Bidding,Dice Rolling,Roll / Spin and Move,Set Collection,Trading"
38555,1,Roll / Spin and Move
38556,0,Roll / Spin and Move
38557,0,"Co-operative Play,Partnerships,Role Playing,Storytelling,Variable Player Powers"
38558,1,Set Collection
38559,5,"Dice Rolling,Hex-and-Counter"
38560,0,"Card Drafting,Set Collection"
38561,1,
38562,2.4,"Dice Rolling,Variable Player Powers"
38563,0,
38564,1,Set Collection
38565,3,Simulation
38567,0,"Card Drafting,Dice Rolling,Roll / Spin and Move"
38568,1,"Dice Rolling,Storytelling"
38569,0,"Dice Rolling,Hex-and-Counter,Paper-and-Pencil,Role Playing,Roll / Spin and Move,Storytelling"
3857,0,"Roll / Spin and Move,Set Collection,Trading"
38570,3,Campaign / Battle Card Driven
38571,1,Dice Rolling
38572,2,
38573,2,
38574,2,
38575,2,
38576,2,
38577,1.5,"Auction/Bidding,Roll / Spin and Move,Set Collection,Trading"
38578,3.7895,"Action Point Allowance System,Area Movement,Area-Impulse,Dice Rolling"
38579,0,
3858,2.75,"Dice Rolling,Modular Board,Role Playing,Variable Player Powers"
38580,2,
38581,2,Roll / Spin and Move
38582,2,Campaign / Battle Card Driven
38583,2,
38584,1.5,
38585,2,
38586,2.5,
38587,2,
38588,2,
38589,2,Dice Rolling
3859,0,Dice Rolling
38590,2,
38591,2,
38592,2,
38593,2,
38594,3,
38595,2,
38596,0,
38597,2,
38598,3,Partnerships
38599,2,
386,1.4944,"Pick-up and Deliver,Roll / Spin and Move"
3860,2.25,Pattern Building
38600,2,
38601,2,
38602,2,Simulation
38603,2,
38604,2,
38605,2,
38606,2,
38607,2,
38608,2,
38609,2,
3861,2.5,"Action Point Allowance System,Hand Management,Pick-up and Deliver,Stock Holding,Trading"
38610,2,
38611,2,
38612,2,
38613,2,
38614,2.3333,
38615,2,
38616,3,
38617,2,
38618,2,
38619,0,
38620,2,
38621,2,
38622,2,
38623,2,
38624,2,
38625,2,
38626,2,
38627,2,
38628,2,
38629,2,
3863,1,"Role Playing,Roll / Spin and Move,Variable Player Powers"
38631,2,
38632,2,
38633,2,
38634,2,
38635,0,"Hand Management,Pick-up and Deliver,Point to Point Movement"
38636,2,"Action Point Allowance System,Paper-and-Pencil"
38637,3.4,"Route/Network Building,Stock Holding"
38638,0,Roll / Spin and Move
38639,2.75,"Dice Rolling,Grid Movement"
3864,2.7037,"Action Point Allowance System,Variable Player Powers"
38640,0,"Dice Rolling,Roll / Spin and Move,Trading"
38641,3.1045,Worker Placement
38642,0,"Acting,Storytelling"
38643,2.7917,"Dice Rolling,Role Playing"
38644,2,Tile Placement
38645,1,"Memory,Roll / Spin and Move"
38647,2,Roll / Spin and Move
38648,1.3333,Roll / Spin and Move
38649,0,Hex-and-Counter
3865,0,
38650,0,
38652,0,
38653,1,Hand Management
38654,1,Roll / Spin and Move
38655,1,Dice Rolling
38656,1,"Card Drafting,Hand Management,Secret Unit Deployment,Variable Player Powers"
38657,1.6549,"Pattern Building,Tile Placement"
38658,3,Hex-and-Counter
38659,0,Memory
38660,0,
38661,0,"Memory,Roll / Spin and Move,Set Collection"
38662,0,Dice Rolling
38665,2,Partnerships
38666,0,
38667,0,Roll / Spin and Move
38668,0,
38669,0,
3867,3.5,"Role Playing,Variable Player Powers"
38670,0,Roll / Spin and Move
38671,0,Roll / Spin and Move
38672,0,Tile Placement
38673,0,
38674,2,
38675,0,Stock Holding
38676,0,Roll / Spin and Move
38677,1.2,Modular Board
38678,1,
38679,1.6364,"Area Control / Area Influence,Hand Management"
38680,1,
38681,0,Roll / Spin and Move
38682,0,Paper-and-Pencil
38683,2,Roll / Spin and Move
38684,0,
38685,1,Roll / Spin and Move
38686,0,"Dice Rolling,Hex-and-Counter"
38687,0,Roll / Spin and Move
38688,1,"Auction/Bidding,Roll / Spin and Move,Set Collection"
38689,0,
38690,2,
38691,0,Campaign / Battle Card Driven
38692,0,
38693,1,"Dice Rolling,Memory"
38694,2.1053,"Action Point Allowance System,Campaign / Battle Card Driven,Dice Rolling,Hand Management"
38695,0,Dice Rolling
38696,0,"Dice Rolling,Memory"
387,1.8214,Hand Management
3870,3.9355,"Area Movement,Simulation,Variable Player Powers"
38700,0,Memory
38701,0,Roll / Spin and Move
38702,1.0769,"Dice Rolling,Paper-and-Pencil,Simulation"
38703,3.4186,"Area Enclosure,Area Movement,Dice Rolling,Hand Management,Pattern Recognition,Route/Network Building,Time Track,Variable Phase Order"
38704,0,"Commodity Speculation,Trading"
38705,1,"Card Drafting,Role Playing,Roll / Spin and Move,Simulation,Trading,Variable Player Powers"
38706,0,Trick-taking
38707,3.5882,"Hand Management,Modular Board,Rock-Paper-Scissors,Role Playing,Simultaneous Action Selection,Variable Player Powers"
38709,0,
3871,2,"Pattern Building,Set Collection"
38710,3,"Action Point Allowance System,Area Movement,Area-Impulse,Dice Rolling"
38711,2,Tile Placement
38712,0,"Pattern Building,Tile Placement"
38713,1.1333,"Acting,Memory,Partnerships"
38714,1.5,Hand Management
38715,0,"Partnerships,Pattern Building,Pattern Recognition,Set Collection,Tile Placement"
38716,2,Tile Placement
38717,0,
38718,3.3043,"Dice Rolling,Hex-and-Counter"
38719,0,"Dice Rolling,Hex-and-Counter,Simulation,Simultaneous Action Selection"
38720,1,"Memory,Pattern Recognition,Set Collection,Simultaneous Action Selection"
38721,2.6667,"Auction/Bidding,Dice Rolling,Hand Management,Point to Point Movement,Set Collection"
38722,1,Memory
38723,5,Hex-and-Counter
38724,0,Hex-and-Counter
38725,2,"Dice Rolling,Hex-and-Counter,Simulation"
38726,0,"Dice Rolling,Variable Phase Order"
38727,0,Role Playing
38728,0,Role Playing
38729,0,"Dice Rolling,Hex-and-Counter,Simulation"
38730,2,"Hand Management,Set Collection,Tile Placement"
38731,1,"Dice Rolling,Roll / Spin and Move"
38732,1.6667,"Hex-and-Counter,Modular Board"
38733,2.5111,Worker Placement
38734,2,
38735,2.5957,"Card Drafting,Route/Network Building,Tile Placement"
38736,0,"Area Enclosure,Tile Placement"
38737,0,Hand Management
38738,1,"Dice Rolling,Memory"
38739,4.5,Hex-and-Counter
3874,2.38,Pattern Recognition
38740,0,Dice Rolling
38741,0,"Acting,Roll / Spin and Move"
38742,0,"Dice Rolling,Roll / Spin and Move"
38743,1,Roll / Spin and Move
38744,0,"Dice Rolling,Memory,Roll / Spin and Move"
38745,3.5,"Pick-up and Deliver,Tile Placement"
38746,4,"Pick-up and Deliver,Tile Placement"
38747,2,"Role Playing,Roll / Spin and Move,Storytelling,Trading,Voting"
38748,4,Dice Rolling
38749,2.3818,"Dice Rolling,Hand Management,Memory,Route/Network Building,Trading"
38750,0,"Pattern Recognition,Roll / Spin and Move"
38751,0,Dice Rolling
38752,0,Roll / Spin and Move
38753,0,Roll / Spin and Move
38754,0,Roll / Spin and Move
38755,2,"Card Drafting,Simulation,Tile Placement,Variable Player Powers"
38756,0,"Betting/Wagering,Roll / Spin and Move,Stock Holding"
38757,0,Tile Placement
38759,4,"Dice Rolling,Hex-and-Counter"
3876,2,Variable Player Powers
38760,2,
38761,0,
38762,1,"Roll / Spin and Move,Set Collection"
38763,1.8333,"Area Movement,Dice Rolling,Simulation"
38764,3.3333,Grid Movement
38765,3.7126,Worker Placement
38766,2,
38767,0,"Auction/Bidding,Voting"
38768,0,"Area Movement,Card Drafting,Co-operative Play,Dice Rolling"
38769,2,"Dice Rolling,Simulation"
38770,0,Roll / Spin and Move
38771,0,Roll / Spin and Move
38772,3.3333,Dice Rolling
38775,0,"Commodity Speculation,Roll / Spin and Move,Stock Holding"
38776,1,"Chit-Pull System,Hex-and-Counter"
38777,2.9048,"Hand Management,Worker Placement"
38778,2.9398,"Area Control / Area Influence,Card Drafting,Hand Management,Set Collection"
38779,0,"Role Playing,Storytelling"
38781,2,"Co-operative Play,Dice Rolling,Hand Management,Hex-and-Counter,Modular Board,Point to Point Movement,Role Playing,Variable Player Powers"
38783,1,Hand Management
38784,2.6667,"Area Movement,Campaign / Battle Card Driven,Dice Rolling"
38785,0,"Acting,Card Drafting,Roll / Spin and Move,Singing"
38786,2.9846,"Hex-and-Counter,Simulation"
38787,0,
38788,1,Point to Point Movement
38789,0,"Betting/Wagering,Dice Rolling"
3879,0,Roll / Spin and Move
38790,4,Dice Rolling
38791,2.1429,"Auction/Bidding,Hand Management,Set Collection"
38792,0,Hex-and-Counter
38793,0,Hex-and-Counter
38794,1.1429,"Action Point Allowance System,Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement"
38795,1,Roll / Spin and Move
38796,3.8426,"Area Control / Area Influence,Modular Board,Partnerships,Variable Player Powers"
38797,2.5072,"Action Point Allowance System,Auction/Bidding,Card Drafting,Hand Management"
38798,0,Modular Board
38799,0,"Acting,Memory"
388,1.8824,"Dice Rolling,Set Collection"
38800,0,
38801,0,"Area Control / Area Influence,Campaign / Battle Card Driven,Card Drafting,Hand Management,Voting"
38802,0,"Dice Rolling,Roll / Spin and Move"
38803,0,Card Drafting
38804,0,"Dice Rolling,Pick-up and Deliver,Point to Point Movement,Roll / Spin and Move"
38805,2.5938,
38806,0,"Area Control / Area Influence,Card Drafting,Voting"
38807,0,
38808,3.5,
38809,0,"Action Point Allowance System,Area Control / Area Influence,Dice Rolling,Hand Management,Variable Phase Order,Variable Player Powers"
3881,1.5,Simultaneous Action Selection
38812,0,
38813,3,Action Point Allowance System
38815,0,Point to Point Movement
38816,0,"Acting,Co-operative Play,Memory,Roll / Spin and Move,Storytelling"
38818,2,"Dice Rolling,Simulation"
38819,0,Hex-and-Counter
3882,1.3333,Simultaneous Action Selection
38820,2,"Area Movement,Dice Rolling"
38821,2.3,"Dice Rolling,Hand Management,Memory,Modular Board,Route/Network Building,Trading"
38822,2,Point to Point Movement
38823,3.1184,"Action Point Allowance System,Dice Rolling,Hex-and-Counter,Modular Board,Simulation"
38824,3,Hex-and-Counter
38825,3.6,Hex-and-Counter
38826,2.3333,Hex-and-Counter
38827,2.4,Hex-and-Counter
38828,3.3333,Hex-and-Counter
38829,2.7778,Hex-and-Counter
3883,1.6,"Hex-and-Counter,Secret Unit Deployment"
38830,2.5833,"Dice Rolling,Hex-and-Counter,Simulation"
38831,0,Hex-and-Counter
38832,2,
38833,0,Role Playing
38834,0,"Paper-and-Pencil,Secret Unit Deployment"
38836,2.7,"Area Control / Area Influence,Area Movement"
38837,2.8,"Chit-Pull System,Hex-and-Counter"
38838,0,Co-operative Play
38839,0,Dice Rolling
3884,1,"Hand Management,Roll / Spin and Move,Set Collection"
38840,3,"Area Movement,Dice Rolling,Secret Unit Deployment,Simulation"
38841,1,Memory
38842,0,"Modular Board,Set Collection"
38843,0,Point to Point Movement
38844,0,Dice Rolling
38845,1.4,"Dice Rolling,Paper-and-Pencil,Set Collection"
38846,1,"Action Point Allowance System,Campaign / Battle Card Driven,Card Drafting"
38847,0,Roll / Spin and Move
38848,0,Roll / Spin and Move
38849,0,"Hand Management,Point to Point Movement"
3885,1.4286,Memory
38850,0,Dice Rolling
38851,0,Roll / Spin and Move
38852,1,"Dice Rolling,Roll / Spin and Move"
38853,0,Roll / Spin and Move
38854,0,Memory
38855,1.3425,"Area Control / Area Influence,Tile Placement"
38857,0,Roll / Spin and Move
38858,2.0833,"Action Point Allowance System,Betting/Wagering,Pick-up and Deliver,Set Collection"
38859,1,"Pattern Building,Tile Placement"
3886,1.8208,Point to Point Movement
38860,2.3333,"Co-operative Play,Dice Rolling,Hand Management,Modular Board,Roll / Spin and Move,Variable Player Powers"
38861,0,Hand Management
38862,2.9403,"Auction/Bidding,Pick-up and Deliver,Route/Network Building,Worker Placement"
38863,2.1962,"Hand Management,Stock Holding"
38864,0,Dice Rolling
38865,1,
38866,1.8889,"Modular Board,Pick-up and Deliver,Tile Placement"
38867,2,Dice Rolling
38868,3.5625,"Card Drafting,Dice Rolling,Hex-and-Counter,Partnerships,Role Playing,Secret Unit Deployment,Trading,Variable Player Powers"
3887,1.9474,"Commodity Speculation,Roll / Spin and Move,Stock Holding,Trading"
38870,3.1765,Hex-and-Counter
38871,0,Partnerships
38872,2.5714,"Card Drafting,Point to Point Movement,Route/Network Building"
38873,1.8049,"Area Control / Area Influence,Dice Rolling"
38874,2,Hex-and-Counter
38875,2.7,"Point to Point Movement,Trading"
38876,2.2444,"Dice Rolling,Set Collection,Worker Placement"
38877,2.5676,"Campaign / Battle Card Driven,Dice Rolling,Hex-and-Counter"
38878,0,
38879,0,"Area Movement,Line Drawing,Partnerships,Route/Network Building"
3888,0,"Co-operative Play,Partnerships"
38880,1,Simulation
38881,1.4,"Chit-Pull System,Hex-and-Counter"
38882,2,"Auction/Bidding,Betting/Wagering"
38883,0,"Dice Rolling,Pick-up and Deliver,Roll / Spin and Move"
38885,3,"Betting/Wagering,Variable Player Powers"
38886,2.2308,"Dice Rolling,Role Playing"
38887,0,Dice Rolling
38888,0,Point to Point Movement
38889,0,"Betting/Wagering,Simultaneous Action Selection"
3889,1,"Memory,Press Your Luck"
38890,0,"Auction/Bidding,Hand Management"
38891,1.6667,"Dice Rolling,Variable Player Powers"
38892,0,
38893,2.5,"Modular Board,Simulation"
38894,0,
38895,3,Dice Rolling
38896,2.04,"Set Collection,Tile Placement"
38897,1.6875,
38898,0,"Dice Rolling,Hand Management"
38899,3,"Dice Rolling,Paper-and-Pencil,Simultaneous Action Selection"
389,1.2727,
3890,2.6667,Action Point Allowance System
38900,0,"Dice Rolling,Memory,Pattern Recognition,Set Collection"
38901,1.6667,Tile Placement
38902,0,Dice Rolling
38903,0,Hex-and-Counter
38905,1,Tile Placement
38906,3.5,Hex-and-Counter
38907,2,
38908,1,
38909,0,Tile Placement
3891,2.3333,Hex-and-Counter
38910,1,Card Drafting
38911,3,Roll / Spin and Move
38912,0,
38913,0,"Role Playing,Roll / Spin and Move"
38914,1,Roll / Spin and Move
38916,1,"Dice Rolling,Point to Point Movement,Roll / Spin and Move,Simulation"
38917,2,"Dice Rolling,Simulation"
38918,1.7059,Point to Point Movement
38919,0,Roll / Spin and Move
3892,3.7143,Hex-and-Counter
38921,0,"Dice Rolling,Storytelling,Tile Placement"
38923,2.8889,"Campaign / Battle Card Driven,Point to Point Movement"
38924,2,
38925,2.1667,Hex-and-Counter
38926,1.5,Hex-and-Counter
38927,2.3409,"Campaign / Battle Card Driven,Dice Rolling,Hand Management,Modular Board"
