id,average_weight,mechanics
156009,1.5884,"Card Drafting,Press Your Luck,Set Collection"
15601,0,
156011,0,
156013,0,Point to Point Movement
156015,1.5,"Modular Board,Pattern Building"
156019,0,"Area Movement,Deck / Pool Building,Dice Rolling,Point to Point Movement,Roll / Spin and Move,Variable Player Powers"
15602,0,"Area Movement,Card Drafting"
156023,0,
156024,0,"Dice Rolling,Pick-up and Deliver,Point to Point Movement,Roll / Spin and Move,Simulation"
156029,0,Dice Rolling
15603,0,Voting
156030,0,Dice Rolling
156035,0,Dice Rolling
15604,0,
156042,1.8333,"Hand Management,Partnerships,Variable Player Powers"
156046,0,Point to Point Movement
156047,0,
15605,0,Roll / Spin and Move
156050,0,Hand Management
156053,2.4167,"Campaign / Battle Card Driven,Deck / Pool Building,Dice Rolling,Hand Management,Player Elimination,Rock-Paper-Scissors,Variable Player Powers"
156054,2.4167,"Campaign / Battle Card Driven,Deck / Pool Building,Dice Rolling,Hand Management,Player Elimination,Rock-Paper-Scissors,Variable Player Powers"
156056,0,"Dice Rolling,Roll / Spin and Move"
156059,2.1,"Dice Rolling,Grid Movement,Modular Board"
15606,0,Roll / Spin and Move
156060,1.875,"Dice Rolling,Grid Movement,Modular Board"
156061,3.2667,"Card Drafting,Hand Management"
156062,2.1429,"Campaign / Battle Card Driven,Card Drafting"
15607,1,Roll / Spin and Move
156073,2,"Pattern Building,Trick-taking"
156074,0,
156077,2,Card Drafting
15608,3.25,"Dice Rolling,Hex-and-Counter"
156089,2.6667,"Dice Rolling,Grid Movement,Modular Board"
15609,0,
156091,2.575,"Action Point Allowance System,Area Control / Area Influence,Auction/Bidding,Commodity Speculation,Dice Rolling,Modular Board,Player Elimination,Trading,Variable Player Powers,Worker Placement"
156095,0,Trick-taking
156096,1.5,
156097,1,
156098,0,
1561,1.8554,"Memory,Paper-and-Pencil,Roll / Spin and Move"
15610,0,
156101,3.125,Hand Management
156102,2,"Area Control / Area Influence,Area Enclosure,Grid Movement,Modular Board,Route/Network Building"
156106,3,"Co-operative Play,Dice Rolling,Grid Movement,Pick-up and Deliver,Variable Player Powers"
156107,2.5714,"Deck / Pool Building,Dice Rolling,Grid Movement,Hand Management,Variable Player Powers"
156108,1.4444,Hand Management
15611,0,Card Drafting
156110,0,Dice Rolling
156112,3.3636,"Action Point Allowance System,Hand Management,Secret Unit Deployment,Variable Phase Order"
156113,1.5,"Card Drafting,Hand Management"
156115,0,"Dice Rolling,Hand Management,Route/Network Building"
156118,1.5,"Co-operative Play,Dice Rolling"
156119,2.1875,"Card Drafting,Set Collection,Simultaneous Action Selection,Variable Player Powers"
15612,0,"Modular Board,Pick-up and Deliver,Point to Point Movement,Set Collection"
156120,0,Dice Rolling
156121,0,"Co-operative Play,Dice Rolling,Hand Management,Modular Board,Variable Player Powers"
156122,0,"Co-operative Play,Dice Rolling,Hand Management,Modular Board,Variable Player Powers"
156124,0,Tile Placement
156129,1.62,Partnerships
15613,1.6667,
156132,0,"Card Drafting,Dice Rolling,Player Elimination,Set Collection,Trading"
156133,1,Dice Rolling
156134,0,"Card Drafting,Dice Rolling,Player Elimination,Set Collection,Trading"
156135,0,"Card Drafting,Dice Rolling,Player Elimination,Set Collection,Trading"
156138,2.4444,Simultaneous Action Selection
15614,1,Acting
15615,0,"Paper-and-Pencil,Roll / Spin and Move"
156157,0,Hex-and-Counter
15616,0,Dice Rolling
156160,0,Hex-and-Counter
15617,1,Trading
156170,0,"Campaign / Battle Card Driven,Chit-Pull System"
156171,2,"Simulation,Simultaneous Action Selection"
156173,3,"Area Control / Area Influence,Area Movement,Secret Unit Deployment"
156174,0,Dice Rolling
156175,2.6667,"Action / Movement Programming,Action Point Allowance System,Variable Player Powers"
156176,0,"Card Drafting,Grid Movement,Hand Management,Pattern Building"
156179,1,Hand Management
156180,1.3,"Auction/Bidding,Hand Management,Simultaneous Action Selection"
156181,0,"Auction/Bidding,Betting/Wagering,Co-operative Play,Deck / Pool Building,Hand Management,Memory,Pattern Building,Pattern Recognition,Player Elimination,Set Collection,Trading,Trick-taking"
156183,0,
156184,0,
156189,1.1951,"Simultaneous Action Selection,Storytelling,Voting"
15619,0,
156192,0,Dice Rolling
156193,0,"Card Drafting,Dice Rolling,Player Elimination,Set Collection,Trading"
156194,0,"Hand Management,Player Elimination,Press Your Luck,Variable Phase Order"
156195,0,"Card Drafting,Dice Rolling,Player Elimination,Set Collection,Trading"
156196,0,"Hand Management,Player Elimination,Press Your Luck,Variable Phase Order"
156197,0,"Hand Management,Set Collection,Worker Placement"
15620,1,"Pattern Recognition,Storytelling"
156206,0,Grid Movement
156208,0,"Auction/Bidding,Memory,Partnerships,Secret Unit Deployment,Variable Phase Order,Worker Placement"
156209,0,"Hand Management,Time Track,Trading"
15621,0,Area Movement
156212,0,Dice Rolling
156213,0,"Dice Rolling,Trading,Variable Phase Order"
156215,0,
156216,0,Roll / Spin and Move
156217,0,Dice Rolling
156220,0,Grid Movement
156223,0,"Rock-Paper-Scissors,Route/Network Building"
156224,3.1429,"Deck / Pool Building,Dice Rolling,Hand Management,Modular Board,Tile Placement"
156226,0,Pattern Recognition
156228,0,"Pattern Building,Tile Placement"
156233,0,Hand Management
15624,2.5,"Point to Point Movement,Roll / Spin and Move,Take That"
156240,0,Dice Rolling
156241,0,Dice Rolling
156242,1,Dice Rolling
156244,0,Dice Rolling
156250,0,"Action Point Allowance System,Dice Rolling,Hex-and-Counter"
156256,0,"Card Drafting,Dice Rolling,Hex-and-Counter"
156258,0,"Card Drafting,Dice Rolling,Player Elimination,Set Collection,Trading"
15626,0,
156260,0,"Card Drafting,Dice Rolling,Hex-and-Counter"
156261,0,Hex-and-Counter
156264,0,
156265,0,"Card Drafting,Dice Rolling,Set Collection,Trading"
156266,2.88,Deck / Pool Building
156267,0,
156268,0,"Card Drafting,Dice Rolling,Set Collection,Trading"
15627,1,Roll / Spin and Move
156273,0,"Card Drafting,Dice Rolling,Player Elimination,Set Collection,Trading"
156275,1.6667,"Deck / Pool Building,Hand Management"
156284,0,Roll / Spin and Move
156287,0,"Action Point Allowance System,Dice Rolling"
156291,2,"Card Drafting,Hand Management,Stock Holding"
156292,1,"Hand Management,Set Collection,Take That"
1563,4.3099,"Dice Rolling,Hex-and-Counter,Simulation"
15630,0,Roll / Spin and Move
156302,1,"Hand Management,Simultaneous Action Selection"
156303,1,Card Drafting
15631,0,
156315,0,Set Collection
156316,1,"Dice Rolling,Press Your Luck,Set Collection,Trading"
156318,2.9167,"Area Movement,Co-operative Play,Dice Rolling,Variable Player Powers"
156319,0,Card Drafting
15632,1,"Co-operative Play,Dice Rolling,Hex-and-Counter,Secret Unit Deployment,Variable Player Powers"
156320,0,Card Drafting
156321,0,Card Drafting
156328,0,"Dice Rolling,Roll / Spin and Move"
15633,1,"Co-operative Play,Dice Rolling,Hex-and-Counter,Secret Unit Deployment,Variable Player Powers"
156333,0,Grid Movement
156336,1.6094,"Card Drafting,Co-operative Play,Hand Management,Set Collection"
156337,2,
15634,0,Roll / Spin and Move
156342,0,Roll / Spin and Move
15635,1,"Dice Rolling,Roll / Spin and Move"
156350,1.2,"Dice Rolling,Storytelling"
156353,0,Grid Movement
156354,0,Dice Rolling
156355,2,Dice Rolling
156356,2,"Auction/Bidding,Set Collection"
156357,0,Tile Placement
156358,1.8333,"Acting,Betting/Wagering,Co-operative Play,Voting,Worker Placement"
15636,0,Set Collection
156368,0,Point to Point Movement
156369,0,Roll / Spin and Move
15637,0,
156370,0,Simulation
156372,3,"Card Drafting,Deck / Pool Building,Hand Management,Variable Player Powers"
156373,2.1786,"Auction/Bidding,Hand Management,Partnerships"
156375,0,Dice Rolling
156376,0,"Grid Movement,Pattern Building"
15638,0,
156381,1,"Action Point Allowance System,Dice Rolling,Grid Movement"
156387,0,"Card Drafting,Dice Rolling,Hex-and-Counter"
156389,0,"Dice Rolling,Roll / Spin and Move"
15639,1,
156390,0,Roll / Spin and Move
156393,0,Deck / Pool Building
156394,0,Deck / Pool Building
156395,1,Deck / Pool Building
1564,0,Set Collection
15640,0,
156405,0,"Grid Movement,Partnerships"
156406,3,"Card Drafting,Dice Rolling,Hex-and-Counter,Partnerships,Variable Player Powers"
156407,2.3478,"Action / Movement Programming,Co-operative Play,Memory,Modular Board,Partnerships,Player Elimination,Simultaneous Action Selection"
15641,0,
156411,1,
156412,0,"Pick-up and Deliver,Point to Point Movement"
156413,1.6667,"Co-operative Play,Dice Rolling,Modular Board,Variable Player Powers,Worker Placement"
156414,0,"Area Control / Area Influence,Area Movement,Dice Rolling,Modular Board,Partnerships,Role Playing,Secret Unit Deployment,Simulation,Trading"
156415,3,"Grid Movement,Pick-up and Deliver,Roll / Spin and Move"
156416,2.8333,"Co-operative Play,Hand Management,Variable Player Powers"
156418,0,Dice Rolling
156420,1,"Auction/Bidding,Dice Rolling"
156427,2,"Auction/Bidding,Commodity Speculation"
156428,0,"Area Control / Area Influence,Modular Board"
156430,2,"Partnerships,Role Playing,Secret Unit Deployment,Simultaneous Action Selection"
156437,0,Dice Rolling
15644,0,"Hand Management,Set Collection"
156441,0,"Campaign / Battle Card Driven,Deck / Pool Building,Hand Management"
156442,2.0606,"Pick-up and Deliver,Worker Placement"
156443,0,"Co-operative Play,Dice Rolling,Modular Board"
156446,0,Dice Rolling
15645,0,Card Drafting
156452,0,
156453,1,Pattern Recognition
156455,3.3265,"Hand Management,Worker Placement"
156457,1.0909,Pattern Recognition
156458,2.3333,"Action / Movement Programming,Hand Management"
15646,0,
156461,0,"Dice Rolling,Role Playing"
156469,0,"Point to Point Movement,Roll / Spin and Move"
15647,0,
156473,0,Hex-and-Counter
156474,3.5,"Action Point Allowance System,Co-operative Play,Dice Rolling,Modular Board,Variable Player Powers"
15648,2,
156480,0,"Card Drafting,Storytelling"
156481,1,Pattern Recognition
156482,3.1538,"Action Point Allowance System,Co-operative Play,Modular Board,Tile Placement"
15649,1,"Auction/Bidding,Roll / Spin and Move,Set Collection,Trading"
156496,2.6607,"Area Control / Area Influence,Grid Movement,Modular Board,Point to Point Movement,Take That,Variable Player Powers"
1565,1.9028,"Action Point Allowance System,Grid Movement,Modular Board,Pick-up and Deliver"
15650,0,Roll / Spin and Move
156501,3.2105,"Auction/Bidding,Dice Rolling,Simulation,Worker Placement"
156502,3.125,
15651,1,Pattern Recognition
15652,0,Set Collection
15653,1.5,Roll / Spin and Move
15654,2,"Area Movement,Roll / Spin and Move,Set Collection"
156544,0,Dice Rolling
156545,0,"Card Drafting,Hand Management,Trick-taking"
156546,1.0952,"Acting,Card Drafting,Role Playing"
156548,3.125,"Action Point Allowance System,Co-operative Play,Dice Rolling,Modular Board,Partnerships,Variable Phase Order,Variable Player Powers"
15655,0,Point to Point Movement
156555,0,"Commodity Speculation,Trading,Worker Placement"
156557,1.2,"Grid Movement,Modular Board,Tile Placement"
156559,0,Deck / Pool Building
15656,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
156564,0,"Acting,Simultaneous Action Selection"
156566,2.6214,"Action / Movement Programming,Area Control / Area Influence,Pick-up and Deliver,Point to Point Movement,Simultaneous Action Selection"
156567,0,Partnerships
15657,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
156570,0,
156576,2,"Card Drafting,Deck / Pool Building"
15658,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
156580,0,
156586,0,"Auction/Bidding,Rock-Paper-Scissors,Secret Unit Deployment"
156588,0,"Co-operative Play,Dice Rolling,Grid Movement"
15659,1.5,"Auction/Bidding,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
156597,3,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment,Simulation"
156599,1.6667,Pattern Building
1566,2.7647,Variable Player Powers
15660,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
156600,0,"Card Drafting,Set Collection,Worker Placement"
156601,0,Hand Management
156602,0,"Partnerships,Point to Point Movement"
156604,0,"Auction/Bidding,Route/Network Building,Stock Holding,Tile Placement"
156605,0,Auction/Bidding
156609,0,Deck / Pool Building
15661,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
156615,1.5,Set Collection
156617,0,Auction/Bidding
15662,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
15663,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
156636,0,"Dice Rolling,Hand Management,Press Your Luck,Trick-taking"
156637,0,"Co-operative Play,Set Collection"
15664,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
156640,5,Simulation
156648,1.8889,"Partnerships,Voting"
156649,0,"Dice Rolling,Point to Point Movement"
15665,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
156656,0,Simulation
156658,0,"Action / Movement Programming,Area Movement,Grid Movement,Hand Management,Variable Player Powers"
156659,0,
15666,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
156661,3.5,Hex-and-Counter
156662,2,Deck / Pool Building
156668,0,"Modular Board,Simulation"
15667,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
156670,0,
156674,2.5,"Co-operative Play,Dice Rolling,Modular Board,Variable Player Powers"
156676,0,Storytelling
15668,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
156680,2.6667,"Dice Rolling,Point to Point Movement"
156681,0,Dice Rolling
156682,0,Set Collection
156689,2.7681,"Co-operative Play,Deck / Pool Building"
15669,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
1567,1.4,Betting/Wagering
15670,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
15671,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
156710,0,"Dice Rolling,Roll / Spin and Move"
156711,0,"Dice Rolling,Point to Point Movement,Roll / Spin and Move"
156714,3.5043,"Area Control / Area Influence,Betting/Wagering,Hand Management,Variable Player Powers"
156717,0,Point to Point Movement
156718,0,"Area Control / Area Influence,Grid Movement,Player Elimination"
156719,1.4545,"Hand Management,Take That"
15672,0,
156720,0,
156721,1.3333,"Line Drawing,Partnerships"
156722,1.3333,"Dice Rolling,Hand Management,Set Collection,Trading"
156723,2,Trick-taking
156724,0,Set Collection
156728,1,Trick-taking
15673,4,"Dice Rolling,Simulation"
156737,1.875,
156746,1.5,"Card Drafting,Deck / Pool Building,Hand Management"
15675,0,
156750,3.125,"Area Control / Area Influence,Dice Rolling,Hand Management"
156751,0,"Roll / Spin and Move,Set Collection,Trading"
156755,1.8889,"Card Drafting,Deck / Pool Building,Take That"
156756,0,Take That
15676,3,
156764,0,"Auction/Bidding,Dice Rolling,Player Elimination,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
156766,0,"Area Control / Area Influence,Hand Management,Set Collection"
156768,2,"Action Point Allowance System,Dice Rolling,Variable Player Powers"
15677,0,Hex-and-Counter
156770,2.5,"Action / Movement Programming,Dice Rolling,Player Elimination,Simultaneous Action Selection,Variable Player Powers"
156776,3.0583,"Area Control / Area Influence,Hand Management,Set Collection"
15678,3.3333,"Betting/Wagering,Card Drafting,Dice Rolling,Partnerships"
156784,1,
156786,2.1333,"Co-operative Play,Hand Management"
15679,0,Hand Management
156792,0,"Dice Rolling,Hand Management"
156796,0,Tile Placement
156799,0,"Co-operative Play,Dice Rolling"
1568,2.3045,"Dice Rolling,Grid Movement,Modular Board,Variable Player Powers"
15680,0,Roll / Spin and Move
156807,2,"Co-operative Play,Dice Rolling,Variable Player Powers"
15681,2,Simulation
156814,2,"Co-operative Play,Dice Rolling,Variable Player Powers"
156815,2,"Co-operative Play,Dice Rolling,Variable Player Powers"
15682,2,"Roll / Spin and Move,Set Collection"
156822,2,"Card Drafting,Dice Rolling,Hex-and-Counter"
156823,1,"Co-operative Play,Dice Rolling,Modular Board,Variable Player Powers,Worker Placement"
156825,1.5,"Press Your Luck,Variable Player Powers"
15683,3.8,Hex-and-Counter
156831,2.75,"Campaign / Battle Card Driven,Dice Rolling,Grid Movement,Hand Management"
156836,1.5,Voting
15684,0,Hex-and-Counter
156840,4.1034,"Pick-up and Deliver,Simulation,Tile Placement"
156843,3.7778,"Dice Rolling,Hex-and-Counter"
156847,1,"Co-operative Play,Memory,Partnerships,Pattern Building,Pattern Recognition,Player Elimination,Variable Player Powers"
15685,0,Hex-and-Counter
156850,0,"Dice Rolling,Pick-up and Deliver,Player Elimination,Point to Point Movement,Roll / Spin and Move"
156853,1.3333,"Hand Management,Simultaneous Action Selection,Take That"
156854,0,"Co-operative Play,Set Collection"
156857,0,Worker Placement
156858,2.3636,"Action Point Allowance System,Co-operative Play,Dice Rolling,Hand Management,Pick-up and Deliver,Point to Point Movement,Press Your Luck,Set Collection,Variable Player Powers"
15686,0,"Area Movement,Hex-and-Counter"
156860,0,"Area Movement,Co-operative Play,Modular Board"
156861,0,"Point to Point Movement,Route/Network Building"
156862,0,"Action Point Allowance System,Co-operative Play,Dice Rolling,Modular Board,Variable Player Powers"
156863,0,"Action Point Allowance System,Co-operative Play,Dice Rolling,Modular Board,Variable Player Powers"
156864,2,"Action Point Allowance System,Grid Movement,Variable Player Powers"
156865,0,"Campaign / Battle Card Driven,Hand Management,Partnerships,Player Elimination,Rock-Paper-Scissors,Take That,Variable Player Powers"
156866,0,"Dice Rolling,Variable Phase Order"
156867,2.9167,"Card Drafting,Deck / Pool Building,Hand Management"
15687,3,Hex-and-Counter
156874,2,Deck / Pool Building
156876,0,Point to Point Movement
156878,1,
156879,3.3333,"Action Point Allowance System,Dice Rolling,Grid Movement,Modular Board,Partnerships,Variable Player Powers"
15688,0,Hex-and-Counter
156880,0,Dice Rolling
156885,1,"Auction/Bidding,Betting/Wagering,Worker Placement"
156886,3,"Area Enclosure,Tile Placement"
156889,2.3333,Tile Placement
15689,3,Hex-and-Counter
156890,0,"Hand Management,Set Collection,Trick-taking"
156895,0,"Betting/Wagering,Dice Rolling"
1569,2.6916,"Modular Board,Simultaneous Action Selection"
15690,0,Hex-and-Counter
156901,0,Pattern Building
15691,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Trading"
156912,0,"Hand Management,Partnerships,Take That"
156916,2.6667,"Action Point Allowance System,Co-operative Play,Dice Rolling,Hand Management,Modular Board,Player Elimination,Variable Player Powers"
156917,2,"Card Drafting,Modular Board,Roll / Spin and Move"
15692,0,Hex-and-Counter
156921,0,Dice Rolling
156925,1,Set Collection
156927,2,"Area Movement,Co-operative Play,Dice Rolling"
156929,0,Memory
15693,3,Hex-and-Counter
156930,1.5,"Memory,Pattern Recognition,Set Collection"
156933,2,"Card Drafting,Hand Management,Pattern Building"
156934,1,"Simultaneous Action Selection,Worker Placement"
156936,3,"Dice Rolling,Variable Player Powers"
156939,0,Roll / Spin and Move
15694,0,"Area Movement,Stock Holding,Trading"
156943,2.7079,"Card Drafting,Set Collection"
156944,3,"Card Drafting,Set Collection"
156945,2.1,"Card Drafting,Set Collection,Tile Placement"
156946,3,Hex-and-Counter
15695,1,Roll / Spin and Move
15696,3,Hex-and-Counter
156962,2,"Hand Management,Set Collection"
15697,5,"Dice Rolling,Hex-and-Counter,Secret Unit Deployment"
156976,2,"Hand Management,Pattern Building,Point to Point Movement"
15698,1,Set Collection
156980,0,"Area Movement,Dice Rolling,Point to Point Movement,Roll / Spin and Move"
156981,0,"Hand Management,Set Collection"
156985,0,Dice Rolling
15699,0,
156990,0,Dice Rolling
156991,0,"Dice Rolling,Variable Player Powers"
156992,0,Dice Rolling
156994,0,"Pattern Building,Roll / Spin and Move"
156995,0,Dice Rolling
157,2.7589,"Crayon Rail System,Pick-up and Deliver,Route/Network Building"
1570,1.7273,Campaign / Battle Card Driven
157001,2.4483,"Deck / Pool Building,Hand Management,Route/Network Building"
157002,2,Point to Point Movement
157003,0,"Action Point Allowance System,Area Movement,Secret Unit Deployment"
157005,0,"Point to Point Movement,Roll / Spin and Move"
157007,0,Hand Management
157014,2.5,"Action / Movement Programming,Area Control / Area Influence,Commodity Speculation,Worker Placement"
157016,0,"Pattern Building,Secret Unit Deployment"
157017,1,"Pattern Recognition,Set Collection"
157018,1.5,"Co-operative Play,Dice Rolling"
15702,0,Rock-Paper-Scissors
157026,2.1154,"Card Drafting,Deck / Pool Building,Hand Management"
157027,0,"Dice Rolling,Paper-and-Pencil"
15703,2,Hex-and-Counter
15704,4,Hex-and-Counter
157040,2.875,"Co-operative Play,Dice Rolling,Modular Board,Variable Player Powers,Worker Placement"
157043,0,"Card Drafting,Dice Rolling,Hand Management,Take That,Variable Player Powers"
157049,0,Dice Rolling
15705,0,Hex-and-Counter
157050,0,"Card Drafting,Deck / Pool Building,Dice Rolling,Role Playing"
157052,0,Hex-and-Counter
157053,2,"Acting,Card Drafting,Dice Rolling,Modular Board,Storytelling,Variable Player Powers"
157056,0,Set Collection
157057,0,"Card Drafting,Dice Rolling"
15706,0,"Chit-Pull System,Hex-and-Counter"
157060,0,"Card Drafting,Dice Rolling,Player Elimination,Set Collection,Trading"
157061,1,"Hand Management,Set Collection,Take That"
15707,0,Hex-and-Counter
157070,1.3333,"Hand Management,Press Your Luck,Role Playing,Set Collection,Take That,Variable Player Powers"
157079,0,"Action / Movement Programming,Simulation"
15708,1,"Co-operative Play,Dice Rolling,Roll / Spin and Move,Set Collection"
157080,0,Card Drafting
157083,1.1667,Co-operative Play
157084,0,Hex-and-Counter
157085,3.3333,"Area Control / Area Influence,Card Drafting,Deck / Pool Building,Modular Board,Partnerships,Pattern Building,Tile Placement"
157086,1,
157088,2.8214,"Action Point Allowance System,Area Movement,Pick-up and Deliver,Set Collection,Simulation"
157089,2.3333,"Dice Rolling,Grid Movement"
157090,0,"Action / Movement Programming,Paper-and-Pencil"
157091,0,Roll / Spin and Move
157093,2,"Dice Rolling,Grid Movement,Modular Board,Player Elimination,Variable Player Powers"
157096,3.1095,"Area Control / Area Influence,Hand Management,Simultaneous Action Selection"
1571,1.8571,Dice Rolling
157113,0,Dice Rolling
157114,0,"Action Point Allowance System,Area Control / Area Influence,Hand Management,Point to Point Movement"
15712,1.25,Set Collection
157124,0,
157126,2.6,"Area Control / Area Influence,Deck / Pool Building,Dice Rolling,Hand Management,Variable Player Powers"
157134,0,"Deck / Pool Building,Variable Player Powers"
157135,2.625,"Area Control / Area Influence,Hand Management,Pick-up and Deliver"
157137,0,"Grid Movement,Tile Placement"
157139,0,"Action / Movement Programming,Area Movement,Co-operative Play,Dice Rolling,Partnerships,Player Elimination,Role Playing,Simulation,Storytelling"
15714,0,Pattern Building
157143,1,"Partnerships,Trick-taking"
157145,0,Dice Rolling
157148,2,"Hand Management,Simultaneous Action Selection"
15715,1,"Acting,Roll / Spin and Move"
15716,0,Simultaneous Action Selection
157161,0,Betting/Wagering
157164,0,"Area Control / Area Influence,Dice Rolling,Set Collection,Tile Placement"
157165,0,
157166,0,Dice Rolling
157167,0,Action / Movement Programming
157169,0,Dice Rolling
15717,0,Hex-and-Counter
157170,0,Action / Movement Programming
15718,0,Area Movement
157184,0,"Hand Management,Point to Point Movement,Roll / Spin and Move,Simulation"
15719,0,Roll / Spin and Move
157193,3,Point to Point Movement
157196,3,
1572,1.7273,"Area Control / Area Influence,Partnerships"
15720,0,Area Movement
157203,0,Deck / Pool Building
157204,0,Grid Movement
157205,0,Grid Movement
157207,0,Dice Rolling
157209,0,Dice Rolling
15721,1.3333,Dice Rolling
157214,0,Grid Movement
15722,2.5385,"Partnerships,Trick-taking"
15723,2,"Dice Rolling,Point to Point Movement"
157231,0,"Commodity Speculation,Set Collection"
15724,0,
15725,0,Pattern Recognition
157251,0,"Player Elimination,Roll / Spin and Move,Set Collection,Trading"
157254,3,"Chit-Pull System,Dice Rolling,Hex-and-Counter"
157257,2,"Card Drafting,Dice Rolling,Hand Management,Player Elimination,Simulation,Storytelling"
157259,0,"Area Control / Area Influence,Pick-up and Deliver,Point to Point Movement"
15726,1,Roll / Spin and Move
157260,0,"Hand Management,Trick-taking"
15727,0,Roll / Spin and Move
157275,0,Simulation
157278,0,Trading
157279,0,
15728,0,
157286,0,
157287,0,
157288,0,Area Control / Area Influence
15729,0,
157291,1,"Set Collection,Trading"
157292,0,Trick-taking
157293,1,Action / Movement Programming
157294,1.5,Press Your Luck
157298,0,Tile Placement
1573,3.3208,"Campaign / Battle Card Driven,Hand Management"
15730,0,Tile Placement
157301,0,Grid Movement
157302,2,"Hex-and-Counter,Variable Player Powers"
157303,0,"Chit-Pull System,Dice Rolling,Modular Board,Pick-up and Deliver"
157304,1,"Auction/Bidding,Commodity Speculation,Hand Management"
15731,1.5263,Hand Management
157313,0,"Card Drafting,Dice Rolling,Player Elimination,Set Collection,Stock Holding,Trading"
157314,0,"Action Point Allowance System,Co-operative Play,Dice Rolling,Modular Board,Variable Player Powers"
157315,0,"Card Drafting,Dice Rolling,Player Elimination,Set Collection,Stock Holding,Trading"
157316,0,"Card Drafting,Dice Rolling,Player Elimination,Set Collection,Stock Holding,Trading"
157318,0,"Card Drafting,Dice Rolling,Player Elimination,Set Collection,Stock Holding,Trading"
157319,0,"Card Drafting,Dice Rolling,Player Elimination,Set Collection,Stock Holding,Trading"
15732,1,Roll / Spin and Move
157322,2.4,"Card Drafting,Dice Rolling,Set Collection,Worker Placement"
157323,3.75,"Action / Movement Programming,Dice Rolling,Hex-and-Counter"
157326,0,"Card Drafting,Dice Rolling,Player Elimination,Set Collection,Stock Holding,Trading"
157327,4,"Dice Rolling,Worker Placement"
157328,0,"Card Drafting,Dice Rolling,Player Elimination,Set Collection,Stock Holding,Trading"
157329,0,"Card Drafting,Dice Rolling,Player Elimination,Set Collection,Stock Holding,Trading"
15733,0,Roll / Spin and Move
157330,0,"Card Drafting,Dice Rolling,Player Elimination,Set Collection,Stock Holding,Trading"
157331,0,"Card Drafting,Dice Rolling,Player Elimination,Set Collection,Stock Holding,Trading"
157333,3.5714,"Card Drafting,Dice Rolling,Grid Movement,Simultaneous Action Selection,Variable Player Powers"
157334,0,Grid Movement
157337,0,"Point to Point Movement,Roll / Spin and Move"
157339,2.4,"Dice Rolling,Variable Player Powers"
15734,0,Roll / Spin and Move
157345,0,Betting/Wagering
157352,3,"Dice Rolling,Point to Point Movement,Roll / Spin and Move,Variable Player Powers"
157354,2.896,"Area Control / Area Influence,Auction/Bidding,Modular Board,Set Collection,Variable Phase Order"
15736,3,
157363,0,Roll / Spin and Move
157364,2,Take That
157365,2,"Dice Rolling,Simulation"
157367,0,"Modular Board,Variable Phase Order"
157369,0,Set Collection
15738,1.5918,"Dice Rolling,Tile Placement"
157385,0,
157386,0,Hand Management
157389,0,"Action Point Allowance System,Variable Phase Order"
15739,1.4286,Modular Board
157393,0,"Commodity Speculation,Worker Placement"
157395,3,"Action Point Allowance System,Area Control / Area Influence,Area Movement,Dice Rolling,Modular Board,Tile Placement"
157397,0,
157398,0,"Area Control / Area Influence,Area Movement,Deck / Pool Building"
1574,2.0594,Grid Movement
15740,1,Hand Management
157401,0,Pattern Building
157403,1.9571,"Area Movement,Pick-up and Deliver,Variable Player Powers"
157404,0,"Dice Rolling,Partnerships,Roll / Spin and Move"
157406,1,"Action / Movement Programming,Card Drafting"
15741,0,Roll / Spin and Move
157413,2.3929,Worker Placement
157414,2.3333,Hex-and-Counter
157416,1,
15742,0,Hand Management
157420,0,"Action / Movement Programming,Area Control / Area Influence,Pick-up and Deliver,Tile Placement,Trading,Worker Placement"
157422,0,"Modular Board,Variable Player Powers"
157423,0,Grid Movement
157427,2.3448,"Area Control / Area Influence,Hand Management,Take That,Variable Player Powers,Worker Placement"
15743,1.5,"Card Drafting,Hand Management,Roll / Spin and Move"
